VideoID	Description
VahnQw2gTQY_288_293.avi	Someone is slicing a pepper.
VahnQw2gTQY_288_293.avi	A man is cutting up a pepper.
VahnQw2gTQY_288_293.avi	The lady cored the orange bell pepper.
VahnQw2gTQY_288_293.avi	The person is taking out the seeds from the bell pepper.
VahnQw2gTQY_288_293.avi	A person cuts up pumpkins.
VahnQw2gTQY_288_293.avi	Someone cut up the orange bell pepper.
tIMDKdMnNYM_266_273.avi	A girl is doing make-up on her cheeks and forehead with a brush.
tIMDKdMnNYM_266_273.avi	A woman is applying makeup to her face.
tIMDKdMnNYM_266_273.avi	A woman is putting on makeup.
tIMDKdMnNYM_266_273.avi	A woman is powdering her face.
tIMDKdMnNYM_266_273.avi	A girl is applying make-up with a brush.
tIMDKdMnNYM_266_273.avi	A woman is applying cosmetics to her face with a brush.
tIMDKdMnNYM_266_273.avi	A woman applies cosmetics to her face.
tIMDKdMnNYM_266_273.avi	A young woman is applying makeup.
tIMDKdMnNYM_266_273.avi	A woman is applying some bronzing powder to the outer areas of her cheek and temple using a brush.
tIMDKdMnNYM_266_273.avi	a indian girl puffing power on here
tIMDKdMnNYM_266_273.avi	The girl applied powder to her face with a brush.
tIMDKdMnNYM_266_273.avi	The woman is applying makeup.
tIMDKdMnNYM_266_273.avi	A girl is applying makeup on her face.
tIMDKdMnNYM_266_273.avi	A girl applied foundation to her face with a brush.
dfOuTx66bJU_11_14.avi	A man is sitting on a large rock playing a flute, and the scene flashes to a woman standing in a field.
dfOuTx66bJU_11_14.avi	A man is sitting on a rock.
dfOuTx66bJU_11_14.avi	A man is playing a flute.
dfOuTx66bJU_11_14.avi	A man plays a flute on a rock.
dfOuTx66bJU_11_14.avi	A man is playing a flute.
dfOuTx66bJU_11_14.avi	A man is playing flute.
dfOuTx66bJU_11_14.avi	A man is playing a flute while a woman watches.
dfOuTx66bJU_11_14.avi	A man is playing a wind instrument while sitting on a rock.
dfOuTx66bJU_11_14.avi	A man plays a flute.
dfOuTx66bJU_11_14.avi	A man is playing flute.
dfOuTx66bJU_11_14.avi	A man is sitting.
dfOuTx66bJU_11_14.avi	A man is playing a flute while a woman watches.
dfOuTx66bJU_11_14.avi	A man seated on a huge rock in an outdoor location is playing a flute as a woman watches him.
dfOuTx66bJU_11_14.avi	The man played the flute to the girl from the top of a rock.
dfOuTx66bJU_11_14.avi	The man is playing a wooden flute.
dfOuTx66bJU_11_14.avi	A man plays a wooden flute.
dfOuTx66bJU_11_14.avi	The man played his flute to the girl from a rock.
80D0ylOqPJ8_0_5.avi	A dog is walking on his front two legs with his hind legs in the air.
80D0ylOqPJ8_0_5.avi	A dog is walking on forelegs.
80D0ylOqPJ8_0_5.avi	A dog is walking on it's front two legs with it's rear legs elevated into the air.
80D0ylOqPJ8_0_5.avi	A dog stands on it's front paws and urinates.
80D0ylOqPJ8_0_5.avi	A dog is walking on his front legs.
80D0ylOqPJ8_0_5.avi	A dog is standing on its front paws as it pees.
80D0ylOqPJ8_0_5.avi	A dog walks around on its front legs.
80D0ylOqPJ8_0_5.avi	A dog is walking on its front legs.
80D0ylOqPJ8_0_5.avi	A dog walks on his front legs.
80D0ylOqPJ8_0_5.avi	A dog is standing on his front legs peeing.
80D0ylOqPJ8_0_5.avi	While doing a handstand, the dog peed on the bushes.
80D0ylOqPJ8_0_5.avi	The dog is doing a handstand.
80D0ylOqPJ8_0_5.avi	A dog is standing on his forelegs and urinating on the bushes.
80D0ylOqPJ8_0_5.avi	A dog walks on its front legs only.
80D0ylOqPJ8_0_5.avi	The dog peed on the bushes while doing a handstand.
edqyq4Q-7uU_103_109.avi	The man danced on the stage.
edqyq4Q-7uU_103_109.avi	A guy dancing in a studio.
edqyq4Q-7uU_103_109.avi	A man danced.
edqyq4Q-7uU_103_109.avi	A man dances on a wooden floor.
edqyq4Q-7uU_103_109.avi	A man is dancing next to a lawn chair.
edqyq4Q-7uU_103_109.avi	A man is dancing to music in a room.
edqyq4Q-7uU_103_109.avi	A man is dancing.
edqyq4Q-7uU_103_109.avi	A man is dancing.
edqyq4Q-7uU_103_109.avi	A man is dancing.
edqyq4Q-7uU_103_109.avi	A man is dancing.
edqyq4Q-7uU_103_109.avi	A man is dancing.
edqyq4Q-7uU_103_109.avi	A man is dancing.
edqyq4Q-7uU_103_109.avi	A man is dancing.
edqyq4Q-7uU_103_109.avi	A man is doing jazz dance.
edqyq4Q-7uU_103_109.avi	The man is dancing.
hW8TKz2Aea4_5_12.avi	Someone is holding a hedgehog in their hand.
hW8TKz2Aea4_5_12.avi	A person holds a hedgehog.
hW8TKz2Aea4_5_12.avi	Someone is holding a small prickly looking animal in their hand.
hW8TKz2Aea4_5_12.avi	A person holds a hedgehog in their hand.
hW8TKz2Aea4_5_12.avi	A person is carrying a rat in his hands.
hW8TKz2Aea4_5_12.avi	A person is holding a hedgehog.
hW8TKz2Aea4_5_12.avi	A person holds a small porcupine in one hand.
hW8TKz2Aea4_5_12.avi	Someone is holding a hedgehog.
hW8TKz2Aea4_5_12.avi	Someone is holding a hedgehog.
hW8TKz2Aea4_5_12.avi	Someone is holding an animal.
hW8TKz2Aea4_5_12.avi	A person holds a hedgehog in their hand.
hW8TKz2Aea4_5_12.avi	Someone held a hedgehog in his hand.
hW8TKz2Aea4_5_12.avi	The person is holding hedgehog.
hW8TKz2Aea4_5_12.avi	A person holds a porcupine.
hW8TKz2Aea4_5_12.avi	Someone tried to give the hedgehog a bath in the sink.
9Q0JfdP36kI_56_64.avi	A woman peels a small onion or garlic clove with her fingers and then cuts it with a knife.
9Q0JfdP36kI_56_64.avi	A woman is peeling a clove a garlic.
9Q0JfdP36kI_56_64.avi	A woman is peeling garlic.
9Q0JfdP36kI_56_64.avi	A woman is peeling the outer skin off of a small onion.
9Q0JfdP36kI_56_64.avi	A woman is peeling a garlic.
9Q0JfdP36kI_56_64.avi	A woman is peeling a clove of garlic.
9Q0JfdP36kI_56_64.avi	A woman is peeling a garlic.
9Q0JfdP36kI_56_64.avi	A woman is peeling and mincing a clove of garlic.
9Q0JfdP36kI_56_64.avi	A woman is peeling a garlic clove.
9Q0JfdP36kI_56_64.avi	A woman is peeling some garlic.
9Q0JfdP36kI_56_64.avi	A woman is peeling garlic.
9Q0JfdP36kI_56_64.avi	The woman is peeling garlic,
9Q0JfdP36kI_56_64.avi	A woman is peeling and crushing a clove of garlic.
9Q0JfdP36kI_56_64.avi	A woman peels an onion.
9Q0JfdP36kI_56_64.avi	A woman is peeling garlic.
9Q0JfdP36kI_56_64.avi	The lady peeled the garlic.
W_iR4YVCxUY_8_15.avi	A black colored pet dog is biting a stuffed toy fish.
W_iR4YVCxUY_8_15.avi	A doberman pincher is chewing on a toy.
W_iR4YVCxUY_8_15.avi	A doberman pinscher is chewing on a stuffed animal toy.
W_iR4YVCxUY_8_15.avi	A dog chews his toy.
W_iR4YVCxUY_8_15.avi	A dog chews on a stuffed whale toy.
W_iR4YVCxUY_8_15.avi	A dog chews on a tennis shoe.
W_iR4YVCxUY_8_15.avi	A dog is chewing on a toy.
W_iR4YVCxUY_8_15.avi	A dog is eating a doll.
W_iR4YVCxUY_8_15.avi	A dog is playing with a toy.
W_iR4YVCxUY_8_15.avi	A dog is playing with its stuffed toy whale.
W_iR4YVCxUY_8_15.avi	A dog is playing with some kind of dog chew toy.
W_iR4YVCxUY_8_15.avi	A dog is playing with toys.
W_iR4YVCxUY_8_15.avi	A dog is trying to eat duplicate fish.
W_iR4YVCxUY_8_15.avi	A dog playing with a toy
W_iR4YVCxUY_8_15.avi	A dog plays with a toy.
W_iR4YVCxUY_8_15.avi	The dog chewed a stuffed whale.
W_iR4YVCxUY_8_15.avi	The dog chewed a toy.
W_iR4YVCxUY_8_15.avi	The dog is chewing on a toy.
6njscWrdnM0_8_18.avi	Each time a man karate kicks a mannequin he falls down, so he finally starts punching the mannequin with his fists until it falls.
6njscWrdnM0_8_18.avi	A man kicks a dummy and falls.
6njscWrdnM0_8_18.avi	A man kicking a dummy falls down.
6njscWrdnM0_8_18.avi	A man fights a dummy and loses.
6njscWrdnM0_8_18.avi	A man is fighting with a dummy.
6njscWrdnM0_8_18.avi	A man is boxing with a dummy.
6njscWrdnM0_8_18.avi	A man is kickboxing with a manikin.
6njscWrdnM0_8_18.avi	A man is punching a dummy.
6njscWrdnM0_8_18.avi	A man is boxing a dummy and falling down.
6njscWrdnM0_8_18.avi	A man falls kicking a manican.
6njscWrdnM0_8_18.avi	A man is kicking a dummy.
6njscWrdnM0_8_18.avi	A man kickboxes and punches a toy torso of a man which eventually falls on the ground.
6njscWrdnM0_8_18.avi	The man practiced martial arts on a dummy.
6njscWrdnM0_8_18.avi	The man is kicking and hitting a dummy.
6njscWrdnM0_8_18.avi	A man fights a mannequin.
6njscWrdnM0_8_18.avi	A man attacks a dummy.
6njscWrdnM0_8_18.avi	The man practiced kicks and hits on a dummy.
1sffYOXq4Iw_23_49.avi	a person cutting a potatoes
1sffYOXq4Iw_23_49.avi	A cook cuts a potato.
1sffYOXq4Iw_23_49.avi	A man cuts a potato at both ends and thereafter slices it into thick strips.
1sffYOXq4Iw_23_49.avi	A man is chopping a potato.
1sffYOXq4Iw_23_49.avi	A man is slicing potatoes.
1sffYOXq4Iw_23_49.avi	A person is slicing potatoes into fries.
1sffYOXq4Iw_23_49.avi	A person is using a knife to cut a potato into wedges.
1sffYOXq4Iw_23_49.avi	A potato is being cut.
1sffYOXq4Iw_23_49.avi	A potato is being sliced into many pieces.
1sffYOXq4Iw_23_49.avi	A potato is being sliced.
1sffYOXq4Iw_23_49.avi	Someone is cutting a raw potato into strips.
1sffYOXq4Iw_23_49.avi	Someone is slicing a raw potatoe.
1sffYOXq4Iw_23_49.avi	The cook is slicing a potato into french fries.
e40bBP0_AbE_64_67.avi	A guy is in water.
e40bBP0_AbE_64_67.avi	A guy is riding a boogie board.
e40bBP0_AbE_64_67.avi	A man body boards in a wave pool.
e40bBP0_AbE_64_67.avi	A man body surfs on a waterpark wave ride.
e40bBP0_AbE_64_67.avi	A man is boogie boarding in a wave pool.
e40bBP0_AbE_64_67.avi	A man is riding a belly board in a wave pool.
e40bBP0_AbE_64_67.avi	A man is riding a board agains the water current.
e40bBP0_AbE_64_67.avi	A man is surfing in water.
e40bBP0_AbE_64_67.avi	A man is surfing.
e40bBP0_AbE_64_67.avi	A man is surfing.
e40bBP0_AbE_64_67.avi	A man is water surfing at a water park.
e40bBP0_AbE_64_67.avi	A man rides a body-boarding ride at a water park.
e40bBP0_AbE_64_67.avi	A man rides a water toy in the water.
e40bBP0_AbE_64_67.avi	A man spins on a surf board.
e40bBP0_AbE_64_67.avi	A man surfboard at a water park.
e40bBP0_AbE_64_67.avi	The man is body surfing.
e40bBP0_AbE_64_67.avi	The man rode a board down a water slide.
e40bBP0_AbE_64_67.avi	The man spun down the water slide on a board.
O_Pst-uryQI_1_14.avi	A woman appears to be hit by lightening and is bleeding at the mouth, and a crying man holds her prone body as they talk to each other.
O_Pst-uryQI_1_14.avi	A woman is dying in a mans arms.
O_Pst-uryQI_1_14.avi	One boy is dieing and other boy is crying.
O_Pst-uryQI_1_14.avi	A man tries to revive a woman.
O_Pst-uryQI_1_14.avi	A woman is dying in hands of a man.
O_Pst-uryQI_1_14.avi	A man tries to revive a woman lying on the ground.
O_Pst-uryQI_1_14.avi	A man is holding a dying woman.
O_Pst-uryQI_1_14.avi	A woman dies in a man's arms.
O_Pst-uryQI_1_14.avi	A woman is dying in a mans arms.
O_Pst-uryQI_1_14.avi	A man is holding a girl.
O_Pst-uryQI_1_14.avi	A man is holding a woman on the ground.
O_Pst-uryQI_1_14.avi	A man holding a wounded woman lying on the ground is wailing as she collapses after speaking a few lines.
O_Pst-uryQI_1_14.avi	The man held the dying lady.
O_Pst-uryQI_1_14.avi	The woman is dying.
O_Pst-uryQI_1_14.avi	A woman is dying in a man's arms.
O_Pst-uryQI_1_14.avi	A man holds an injured woman.
O_Pst-uryQI_1_14.avi	The man held the dying woman in his arms.
CquJjlNuotg_147_155.avi	A man is cutting a cardboard plate with scissors.
CquJjlNuotg_147_155.avi	A man is cutting a paper plate.
CquJjlNuotg_147_155.avi	A man is cutting a paper plate.
CquJjlNuotg_147_155.avi	A man is cutting a paper dish by a scissors.
CquJjlNuotg_147_155.avi	A man is cutting a paper plate.
CquJjlNuotg_147_155.avi	A man is cutting a paper plate.
CquJjlNuotg_147_155.avi	A man is cutting a paper plate.
CquJjlNuotg_147_155.avi	A man is cutting a paper plate.
CquJjlNuotg_147_155.avi	Someone is cutting paper.
CquJjlNuotg_147_155.avi	A man is cutting up a paper plate.
CquJjlNuotg_147_155.avi	The man cut the paper plate.
CquJjlNuotg_147_155.avi	The man is using scissors to cut the paper plate.
CquJjlNuotg_147_155.avi	A man cuts up a paper plate.
CquJjlNuotg_147_155.avi	The man cut a paper plate.
kk3TIio1-Uw_5_14.avi	A man a playing a violin.
kk3TIio1-Uw_5_14.avi	A man is playing a fiddle.
kk3TIio1-Uw_5_14.avi	A man is playing a guitar on a stage outside.
kk3TIio1-Uw_5_14.avi	A man is playing a violin like a guitar.
kk3TIio1-Uw_5_14.avi	A man is playing the violin.
kk3TIio1-Uw_5_14.avi	A man is playing the violin.
kk3TIio1-Uw_5_14.avi	A man is playing violin.
kk3TIio1-Uw_5_14.avi	A man is plucking a fiddle.
kk3TIio1-Uw_5_14.avi	A man is standing in front of a microphone holding a violin in one hand and a violin bow in the other.
kk3TIio1-Uw_5_14.avi	A man played an instrument and sang into a microphone on stage.
kk3TIio1-Uw_5_14.avi	A man plays a string instrument.
kk3TIio1-Uw_5_14.avi	A man plays the guitar.
kk3TIio1-Uw_5_14.avi	A man standing at a microphone is holding a violin like a guitar and plucking it.
kk3TIio1-Uw_5_14.avi	A man strums a violin on a stage.
kk3TIio1-Uw_5_14.avi	Holding a fiddle in his right hand, a man is playing the violin with his fingers instead.
kk3TIio1-Uw_5_14.avi	Someone is playing an instrument.
kk3TIio1-Uw_5_14.avi	The man is playing the violin.
kk3TIio1-Uw_5_14.avi	The man played a ukelele on stage.
tqxRDVKtkSY_30_45.avi	A man and woman are hugging.
tqxRDVKtkSY_30_45.avi	A man forcibly kisses a women.
tqxRDVKtkSY_30_45.avi	A man hugs a woman.
tqxRDVKtkSY_30_45.avi	A man hugs and kisses a woman.
tqxRDVKtkSY_30_45.avi	A man is hugging a woman.
tqxRDVKtkSY_30_45.avi	A man is hugging and kissing a woman.
tqxRDVKtkSY_30_45.avi	A man is hugging and kissing a woman.
tqxRDVKtkSY_30_45.avi	A man is kissing a woman in stage.
tqxRDVKtkSY_30_45.avi	A man is kissing a woman on stage.
tqxRDVKtkSY_30_45.avi	A man is kissing and hugging a girl.
tqxRDVKtkSY_30_45.avi	A man is trying to get smooch a woman.
tqxRDVKtkSY_30_45.avi	A man kisses a woman on the cheek.
tqxRDVKtkSY_30_45.avi	A man kisses a woman several times.
tqxRDVKtkSY_30_45.avi	Richard Gere is kissing a woman on stage.
tqxRDVKtkSY_30_45.avi	Richard Gere is kissing and hugging Shilpa Shetty.
tqxRDVKtkSY_30_45.avi	Richard Gere kisses and hugs an Indian actress on stage.
tqxRDVKtkSY_30_45.avi	The man hugged and kissed the lady on stage.
tqxRDVKtkSY_30_45.avi	The man is kissing and hugging the woman.
tqxRDVKtkSY_30_45.avi	The man kissed and hugged the lady.
jdAbpLooDgM_10_15.avi	A man does the moonwalk with a kart, while shopping.
jdAbpLooDgM_10_15.avi	A man is doing a moon walk while pulling his trolley in a departmental store.
jdAbpLooDgM_10_15.avi	A man is doing the moonwalk while pulling a grocery cart.
jdAbpLooDgM_10_15.avi	A man is moon-walking across a store.
jdAbpLooDgM_10_15.avi	A man is moonwalking with a shopping cart.
jdAbpLooDgM_10_15.avi	A man is sliding across the floor with a shopping cart.
jdAbpLooDgM_10_15.avi	A man moon walks with his shopping cart in a department store.
jdAbpLooDgM_10_15.avi	A man moonwalks with a grocery cart in a supermarket.
jdAbpLooDgM_10_15.avi	A man walked backwards in a store with a cart.
jdAbpLooDgM_10_15.avi	A man with a grocery cart moon-walking backwards.
jdAbpLooDgM_10_15.avi	People are moving around in a supermarket with their trolleys.
jdAbpLooDgM_10_15.avi	Shopper does the moonwalk.
jdAbpLooDgM_10_15.avi	Some peoples are purchasing in a supermarket.
jdAbpLooDgM_10_15.avi	The man is walking backwards with a shopping cart.
jdAbpLooDgM_10_15.avi	The man walked backwards down the aisle with his shopping cart.
8MVo7fje_oE_166_171.avi	A man pours red sauce from a pitcher onto a plate of pasta.
8MVo7fje_oE_166_171.avi	A man pours tomato sauce on spaghetti.
8MVo7fje_oE_166_171.avi	A man pours a cup of tomato sauce over a plate of pasta.
8MVo7fje_oE_166_171.avi	A man pours tomato sauce on spaghetti.
8MVo7fje_oE_166_171.avi	A man is pouring spaghetti sauce over a plate of spaghetti.
8MVo7fje_oE_166_171.avi	A man is pouring sauce onto a plateful of cooked pasta.
8MVo7fje_oE_166_171.avi	A man is adding sauce.
8MVo7fje_oE_166_171.avi	A man is adding tomato sauce to a plate of spaghetti.
8MVo7fje_oE_166_171.avi	A man is pouring red sauce on a plate of food.
8MVo7fje_oE_166_171.avi	A man is pouring sauce onto some spaghetti.
8MVo7fje_oE_166_171.avi	A man is pouring red sauce over pasta.
8MVo7fje_oE_166_171.avi	A man is pouring sauce over spaghetti.
8MVo7fje_oE_166_171.avi	The man is pouring sauce over the pasta.
8MVo7fje_oE_166_171.avi	A man is pouring marinara sauce onto pasta.
8MVo7fje_oE_166_171.avi	A man puts some sauce on some spaghetti.
m1NR0uNNs5Y_224_230.avi	Someone is slicing a red bell pepper into strips.
m1NR0uNNs5Y_224_230.avi	A woman chops a red pepper.
m1NR0uNNs5Y_224_230.avi	A woman is slicing a red pepper.
m1NR0uNNs5Y_224_230.avi	A woman is slicing a capsicum into slice.
m1NR0uNNs5Y_224_230.avi	A chef is slicing a pepper.
m1NR0uNNs5Y_224_230.avi	A woman is cutting big pepper.
m1NR0uNNs5Y_224_230.avi	A woman is slicing peppers with large knife.
m1NR0uNNs5Y_224_230.avi	A person with a knife is slicing a pepper.
m1NR0uNNs5Y_224_230.avi	A person slices a large red pepper.
m1NR0uNNs5Y_224_230.avi	A woman is cutting a red pepper.
m1NR0uNNs5Y_224_230.avi	A person is slicing red peppers.
m1NR0uNNs5Y_224_230.avi	Someone is slicing a pepper.
m1NR0uNNs5Y_224_230.avi	A woman is slicing a pepper.
m1NR0uNNs5Y_224_230.avi	The lady sliced the red bell pepper.
m1NR0uNNs5Y_224_230.avi	The woman is slicing bell peppers.
m1NR0uNNs5Y_224_230.avi	A woman cuts a capsicum into long thin strips.
m1NR0uNNs5Y_224_230.avi	A man cuts up some peppers.
m1NR0uNNs5Y_224_230.avi	The lady cut up a red bell pepper.
Ms3QdGIzltU_10_20.avi	A hamster is eating nuts or seeds.
Ms3QdGIzltU_10_20.avi	A hamster is eating sunflower seeds.
Ms3QdGIzltU_10_20.avi	A hamster is eating seeds.
Ms3QdGIzltU_10_20.avi	A hamster is eating seeds.
Ms3QdGIzltU_10_20.avi	A rat is eating sunflower's seeds.
Ms3QdGIzltU_10_20.avi	A hamster is stuffing nuts into his cheeks.
Ms3QdGIzltU_10_20.avi	A hamster is eating.
Ms3QdGIzltU_10_20.avi	A rat is eating something.
Ms3QdGIzltU_10_20.avi	A hamster is sniffing around sunflower seeds.
Ms3QdGIzltU_10_20.avi	A hamster is eating some seeds.
Ms3QdGIzltU_10_20.avi	A hamster is eating sunflower seeds.
Ms3QdGIzltU_10_20.avi	A mouse is eating.
Ms3QdGIzltU_10_20.avi	A hamster is eating sunflower seeds.
Ms3QdGIzltU_10_20.avi	The hamster ate the trail of sunflower seeds.
Ms3QdGIzltU_10_20.avi	The hamster is eating seeds.
Ms3QdGIzltU_10_20.avi	A hamster eats seeds.
Ms3QdGIzltU_10_20.avi	The hanseter ate the sunflower seeds.
JIoiUNOXGaI_98_104.avi	A woman, who is talking, opens a closet door and makes a face as she closes it.
JIoiUNOXGaI_98_104.avi	A woman opens a closet.
JIoiUNOXGaI_98_104.avi	A young woman opens a closet door and makes a grim face.
JIoiUNOXGaI_98_104.avi	A woman opens a closet.
JIoiUNOXGaI_98_104.avi	A woman opens a closet door and then turns around and makes a face.
JIoiUNOXGaI_98_104.avi	A woman is opening a closet.
JIoiUNOXGaI_98_104.avi	A woman is opening a closet door.
JIoiUNOXGaI_98_104.avi	A woman is showing her closet.
JIoiUNOXGaI_98_104.avi	A woman is showing her cupboard.
JIoiUNOXGaI_98_104.avi	A young woman is showing off her well organized closet.
JIoiUNOXGaI_98_104.avi	A girl is opening a closet.
JIoiUNOXGaI_98_104.avi	A woman is opening a closet.
JIoiUNOXGaI_98_104.avi	A woman is opening her closet.
JIoiUNOXGaI_98_104.avi	The woman opened the closet.
JIoiUNOXGaI_98_104.avi	A girl is opening a closet door.
JIoiUNOXGaI_98_104.avi	A woman shows us what's in her closet.
aRo8x3xXeEA_3_8.avi	The snowboarder is doing tricks.
aRo8x3xXeEA_3_8.avi	A man slides upside down by his snowboard on two suspended poles then flips off and glides down a bank of snow.
aRo8x3xXeEA_3_8.avi	A man is snowboarding.
aRo8x3xXeEA_3_8.avi	A man is snowboarding.
aRo8x3xXeEA_3_8.avi	A snowboarder is doing a trick.
aRo8x3xXeEA_3_8.avi	A man is performing skating stunts.
aRo8x3xXeEA_3_8.avi	A snowboarder is hanging upside down on a rail.
aRo8x3xXeEA_3_8.avi	A man is doing tricks on a snowboard.
aRo8x3xXeEA_3_8.avi	A man is skiing.
aRo8x3xXeEA_3_8.avi	A snowboarder is doing a trick on a rail.
aRo8x3xXeEA_3_8.avi	The skier fell onto the hill.
aRo8x3xXeEA_3_8.avi	The snowboarder is doing tricks.
aRo8x3xXeEA_3_8.avi	A man crosses bars upside down on a snowboard.
aRo8x3xXeEA_3_8.avi	The skier jumped from the slope onto the snow upside down.
qypmR4O1Gwk_0_10.avi	Two animals are fighting.
qypmR4O1Gwk_0_10.avi	A baboon takes a baby gazelle, while being attacked by another gazelle.
qypmR4O1Gwk_0_10.avi	A monkey and a deer are fighting.
qypmR4O1Gwk_0_10.avi	A gazelle is fighting with a baboon.
qypmR4O1Gwk_0_10.avi	A monkey and a deer is fighting each other.
qypmR4O1Gwk_0_10.avi	A baboon is kidnapping a gazelle.
qypmR4O1Gwk_0_10.avi	A baboon fights with a gazelle over an object.
qypmR4O1Gwk_0_10.avi	A gazelle is attacking a baboon.
qypmR4O1Gwk_0_10.avi	Two animals are fighting.
qypmR4O1Gwk_0_10.avi	A gazelle is charging at a baboon.
qypmR4O1Gwk_0_10.avi	A gazelle is attacking a baboon as the latter is holding a fawn.
qypmR4O1Gwk_0_10.avi	The mother antelope fought the baboon for its baby.
qypmR4O1Gwk_0_10.avi	The gazelle and baboon are fighting each other.
qypmR4O1Gwk_0_10.avi	Two animals fight.
qypmR4O1Gwk_0_10.avi	A gazelle and a baboon play.
qypmR4O1Gwk_0_10.avi	The antelope tried to get the baboon away from her baby.
98Alrg4pFXs_148_153.avi	two men doing round house style kicks against each other.
98Alrg4pFXs_148_153.avi	The two men kick boxed.
98Alrg4pFXs_148_153.avi	The two men were kick boxing.
98Alrg4pFXs_148_153.avi	Tow men are fighting with each other.
98Alrg4pFXs_148_153.avi	Two black men are kick boxing.
98Alrg4pFXs_148_153.avi	Two boys kung-fu sparring.
98Alrg4pFXs_148_153.avi	Two men are fighting in karate style.
98Alrg4pFXs_148_153.avi	Two men are fighting with each other doing kick boxing moves.
98Alrg4pFXs_148_153.avi	Two men are fighting, karate-style.
98Alrg4pFXs_148_153.avi	Two men are fighting.
98Alrg4pFXs_148_153.avi	Two men are fighting.
98Alrg4pFXs_148_153.avi	Two men are fighting.
98Alrg4pFXs_148_153.avi	Two men are fighting.
98Alrg4pFXs_148_153.avi	Two men are fighting.
98Alrg4pFXs_148_153.avi	Two men are fighting.
98Alrg4pFXs_148_153.avi	Two men fight each other using martial arts moves.
98Alrg4pFXs_148_153.avi	Two men fight.
98Alrg4pFXs_148_153.avi	Two peoples are fighting each other.
9HDUADeA2xg_3_31.avi	A puppy plays with a ball.
9HDUADeA2xg_3_31.avi	A chihuahua plays with a tennis ball.
9HDUADeA2xg_3_31.avi	A dog is playing with a ball.
9HDUADeA2xg_3_31.avi	A dog is playing with a ball.
9HDUADeA2xg_3_31.avi	A dog plays with a ball.
9HDUADeA2xg_3_31.avi	A little dog is playing with a ball.
9HDUADeA2xg_3_31.avi	A puppy is playing with a ball.
9HDUADeA2xg_3_31.avi	A puppy is playing with a ball.
9HDUADeA2xg_3_31.avi	A puppy is playing with a ball.
9HDUADeA2xg_3_31.avi	A puppy is playing with a ball.
9HDUADeA2xg_3_31.avi	A puppy is playing with a ball.
9HDUADeA2xg_3_31.avi	A puppy is playing with a tennis ball.
9HDUADeA2xg_3_31.avi	A puppy is playing with a tennis ball.
9HDUADeA2xg_3_31.avi	A small dog wildly plays with a ball.
9HDUADeA2xg_3_31.avi	A white Chihuahua lying on the floor is playing with a blue tennis ball.
9HDUADeA2xg_3_31.avi	The pupply played with the ball.
9HDUADeA2xg_3_31.avi	The puppy is playing with a ball.
9HDUADeA2xg_3_31.avi	The puppy played with a blue tennis ball.
fr9H1WLcF1A_326_336.avi	Many boys in a fenced yard are fighting with toy swords.
fr9H1WLcF1A_326_336.avi	Children are fighting each other.
fr9H1WLcF1A_326_336.avi	Children are fighting each other.
fr9H1WLcF1A_326_336.avi	A number of boys are playing army in a yard.
fr9H1WLcF1A_326_336.avi	Boys are fighting.
fr9H1WLcF1A_326_336.avi	Some boys are pretending to fight with fake weapons in a yard.
fr9H1WLcF1A_326_336.avi	Kids are fighting.
fr9H1WLcF1A_326_336.avi	Several boys are playing in the backyard.
fr9H1WLcF1A_326_336.avi	Children are play fighting in a yard.
fr9H1WLcF1A_326_336.avi	Some boys are playing war.
fr9H1WLcF1A_326_336.avi	Some boys are playing war.
fr9H1WLcF1A_326_336.avi	Several kids are playing.
fr9H1WLcF1A_326_336.avi	The boys are playing swoard fight.
fr9H1WLcF1A_326_336.avi	Children are having a play battle in a yard.
fr9H1WLcF1A_326_336.avi	Two armies of kids clash.
kKGehSw5ht8_39_45.avi	A man holds his hand in the air, while staring at an object.
kKGehSw5ht8_39_45.avi	A bright triangle shape appears on the hand of a man.
kKGehSw5ht8_39_45.avi	A hand is shown with it's fingers spread and a light shining on it.
kKGehSw5ht8_39_45.avi	A man extends his hand.
kKGehSw5ht8_39_45.avi	A man has his arm outstretched and is staring at a yellow triangle that appears on the back of the hand.
kKGehSw5ht8_39_45.avi	A man is gazing intently at his palm outstretched against a bright yellow and brown colored triangular patch.
kKGehSw5ht8_39_45.avi	A man is reaching out his hand.
kKGehSw5ht8_39_45.avi	A man is staring at his hand.
kKGehSw5ht8_39_45.avi	A man is stretching out his arm and looking at the back of his open hand.
kKGehSw5ht8_39_45.avi	A man is watching the Triforce appear on his hand.
kKGehSw5ht8_39_45.avi	A man stares at the symbol on his hand.
kKGehSw5ht8_39_45.avi	A young man is staring at his hand.
kKGehSw5ht8_39_45.avi	The man is holding out his hand.
2HpZvL-_fiY_40_44.avi	Models dancing in living room
2HpZvL-_fiY_40_44.avi	Two girls are dancing in the living room.
2HpZvL-_fiY_40_44.avi	Two girls are dancing.
2HpZvL-_fiY_40_44.avi	Two girls dance in a circle.
2HpZvL-_fiY_40_44.avi	Two people dance together.
2HpZvL-_fiY_40_44.avi	Two woman are dancing in the room.
2HpZvL-_fiY_40_44.avi	Two women are dancing around in the living room.
2HpZvL-_fiY_40_44.avi	Two women are dancing in a circle.
2HpZvL-_fiY_40_44.avi	Two women are dancing to music, with each other in the drawing room.
2HpZvL-_fiY_40_44.avi	Two women are dancing together.
